id,type,X,Y,Z,u,v,w,nw,pw,mass,rho,energy,fx,fy,fz,sxx,syy,szz,sxy,sxz,syz,exx,eyy,ezz,exy,exz,eyz,nx,ny,nz,bc,young,poisson,phi,cohesion,psi,h_mod
664,1,1.35,1.35,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-43244.5,-73504.8,-43244.9,3.09994,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
665,1,1.35,1.45,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-42146.1,-71491.9,-42146.7,3.24754,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
666,1,1.35,1.55,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-41027.2,-69479,-41028,3.39119,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
667,1,1.35,1.65,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-39891.8,-67466.1,-39892.8,3.53838,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
668,1,1.35,1.75,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-38743.4,-65453.1,-38744.7,3.69923,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
669,1,1.35,1.85,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-37584.8,-63440.1,-37586.3,3.88176,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
670,1,1.35,1.95,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-36418.2,-61427.1,-36420,4.09303,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
671,1,1.35,2.05,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-35245.3,-59414,-35247.5,4.3381,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
672,1,1.35,2.15,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-34067.7,-57400.9,-34070.1,4.62044,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
673,1,1.35,2.25,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-32886.2,-55387.7,-32889.1,4.94194,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
674,1,1.35,2.35,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-31701.8,-53374.5,-31705,5.30335,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
675,1,1.35,2.45,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-30515,-51361.3,-30518.6,5.7045,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
676,1,1.35,2.55,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-29326.4,-49348,-29330.4,6.14478,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
677,1,1.35,2.65,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-28136.3,-47334.7,-28140.6,6.62339,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
678,1,1.35,2.75,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-26944.9,-45321.3,-26949.5,7.13976,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
679,1,1.35,2.85,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-25752.6,-43307.9,-25757.5,7.69333,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
680,1,1.35,2.95,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-24559.4,-41294.5,-24564.5,8.28412,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
681,1,1.35,3.05,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-23365.6,-39281,-23370.8,8.91155,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
682,1,1.35,3.15,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-22171.2,-37267.4,-22176.5,9.57585,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
683,1,1.35,3.25,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-20976.4,-35253.8,-20981.8,10.2745,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
684,1,1.35,3.35,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-19781.4,-33240.2,-19786.6,11.0069,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
685,1,1.35,3.45,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-18586.2,-31226.5,-18591.1,11.7643,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
686,1,1.35,3.55,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-17390.9,-29212.6,-17395.4,12.5433,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
687,1,1.35,3.65,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-16195.7,-27198.8,-16199.7,13.3222,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
688,1,1.35,3.75,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-15000.6,-25184.6,-15003.8,14.0907,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
689,1,1.35,3.85,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-13806,-23170.8,-13808.1,14.8089,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
690,1,1.35,3.95,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-12611.4,-21155.9,-12612.2,15.4477,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
691,1,1.35,4.05,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-11418,-19142.4,-11417.2,15.946,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
692,1,1.35,4.15,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-10224,-17126.2,-10221.3,16.2485,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
693,1,1.35,4.25,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-9032.4,-15114,-9027.5,16.27,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
694,1,1.35,4.35,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-7838.34,-13094.5,-7830.93,15.9291,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
695,1,1.35,4.45,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-6649.93,-11086.7,-6639.76,15.1258,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
696,1,1.35,4.55,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-5453.3,-9058.58,-5440.21,13.7546,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
697,1,1.35,4.65,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-4271.18,-7063.55,-4255.09,11.6963,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
698,1,1.35,4.75,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-3066.65,-5015.13,-3047.38,8.83546,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
699,1,1.35,4.85,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-1895.34,-3042.17,-1872.83,5.32532,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
700,1,1.35,4.95,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-756.56,-1145.37,-711.889,-3.58761,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
701,1,1.45,0.05,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-53851.9,-99663.3,-53848.8,5.03171,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
702,1,1.45,0.15,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-53280.5,-97709.2,-53277.6,3.65035,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
703,1,1.45,0.25,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-52665.5,-95635,-52662.9,3.18882,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
704,1,1.45,0.35,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-52061.6,-93655.7,-52059.4,2.49461,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
705,1,1.45,0.45,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-51394.4,-91620.3,-51392.6,2.16091,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
706,1,1.45,0.55,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-50692.5,-89615.5,-50691.1,1.89193,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
707,1,1.45,0.65,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-49931.4,-87595.6,-49930.4,1.80662,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
708,1,1.45,0.75,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-49119.1,-85584.2,-49118.5,1.80947,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
709,1,1.45,0.85,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-48251.2,-83569.2,-48250.9,1.90019,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
710,1,1.45,0.95,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-47333,-81556.5,-47332.9,2.03417,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
711,1,1.45,1.05,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-46367.5,-79543.1,-46367.7,2.19306,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
712,1,1.45,1.15,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-45360.7,-77530.3,-45361.1,2.35854,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
713,1,1.45,1.25,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-44317.9,-75517.4,-44318.3,2.51921,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
714,1,1.45,1.35,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-43244.6,-73504.6,-43245.2,2.67549,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
715,1,1.45,1.45,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-42146.2,-71491.8,-42147,2.82615,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
716,1,1.45,1.55,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-41027.3,-69478.9,-41028.2,2.97953,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
717,1,1.45,1.65,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-39892,-67466.1,-39893.1,3.1407,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
718,1,1.45,1.75,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-38743.6,-65453.2,-38744.9,3.31844,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
719,1,1.45,1.85,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-37585,-63440.2,-37586.6,3.51915,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
720,1,1.45,1.95,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-36418.4,-61427.2,-36420.3,3.7491,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
721,1,1.45,2.05,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-35245.6,-59414.2,-35247.8,4.01278,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
722,1,1.45,2.15,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-34067.9,-57401.1,-34070.5,4.31337,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
723,1,1.45,2.25,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-32886.5,-55388,-32889.4,4.65268,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
724,1,1.45,2.35,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-31702.1,-53374.9,-31705.4,5.03148,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
725,1,1.45,2.45,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-30515.4,-51361.7,-30519,5.44968,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
726,1,1.45,2.55,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-29326.8,-49348.5,-29330.8,5.90671,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
727,1,1.45,2.65,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-28136.7,-47335.2,-28141,6.40164,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
728,1,1.45,2.75,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-26945.4,-45321.9,-26949.9,6.93355,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
729,1,1.45,2.85,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-25753.1,-43308.5,-25757.8,7.50128,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
730,1,1.45,2.95,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-24560,-41295.1,-24564.9,8.10406,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
731,1,1.45,3.05,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-23366.2,-39281.6,-23371.2,8.74011,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
732,1,1.45,3.15,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-22171.8,-37268,-22176.9,9.40842,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
733,1,1.45,3.25,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-20977.1,-35254.4,-20982.1,10.1046,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
734,1,1.45,3.35,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-19782.1,-33240.7,-19786.9,10.8266,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
735,1,1.45,3.45,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-18586.9,-31227,-18591.4,11.5629,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
736,1,1.45,3.55,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-17391.6,-29213.1,-17395.7,12.309,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
737,1,1.45,3.65,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-16196.4,-27199.2,-16199.9,13.0411,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
738,1,1.45,3.75,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-15001.2,-25184.9,-15003.9,13.7468,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
739,1,1.45,3.85,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-13806.6,-23171,-13808.2,14.3869,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
740,1,1.45,3.95,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-12611.9,-21156.1,-12612.3,14.9319,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
741,1,1.45,4.05,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-11418.3,-19142.5,-11417.2,15.3256,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
742,1,1.45,4.15,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-10224,-17126.2,-10221.2,15.5168,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
743,1,1.45,4.25,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-9032.15,-15114,-9027.33,15.4313,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
744,1,1.45,4.35,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-7837.69,-13094.4,-7830.66,14.9997,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
745,1,1.45,4.45,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-6648.78,-11086.5,-6639.39,14.1436,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
746,1,1.45,4.55,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-5451.56,-9058.39,-5439.73,12.7891,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
747,1,1.45,4.65,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-4268.63,-7063.26,-4254.41,10.9276,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
748,1,1.45,4.75,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-3062.35,-5014.47,-3046.16,8.46837,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
749,1,1.45,4.85,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-1888.39,-3041.22,-1870.83,5.37027,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
750,1,1.45,4.95,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-697.666,-1143.8,-694.225,5.62907,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
751,1,1.55,0.05,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-53851,-99662.5,-53848.8,4.36806,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
752,1,1.55,0.15,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-53279.7,-97708.6,-53277.7,3.22149,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
753,1,1.55,0.25,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-52664.8,-95634.4,-52663,2.83031,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
754,1,1.55,0.35,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-52061.2,-93655.2,-52059.6,2.23607,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
755,1,1.55,0.45,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-51394,-91619.8,-51392.8,1.93831,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
756,1,1.55,0.55,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-50692.3,-89615,-50691.4,1.69155,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
757,1,1.55,0.65,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-49931.3,-87595.1,-49930.7,1.59844,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
758,1,1.55,0.75,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-49119.1,-85583.7,-49118.8,1.58028,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
759,1,1.55,0.85,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-48251.2,-83568.7,-48251.1,1.64083,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
760,1,1.55,0.95,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-47333.1,-81556.1,-47333.2,1.74378,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
761,1,1.55,1.05,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-46367.7,-79542.8,-46367.9,1.87558,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
762,1,1.55,1.15,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-45360.9,-77530,-45361.3,2.02082,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
763,1,1.55,1.25,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-44318,-75517.2,-44318.5,2.16998,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
764,1,1.55,1.35,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-43244.8,-73504.4,-43245.4,2.32305,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
765,1,1.55,1.45,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-42146.4,-71491.6,-42147.2,2.47763,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
766,1,1.55,1.55,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-41027.5,-69478.9,-41028.5,2.64063,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
767,1,1.55,1.65,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-39892.2,-67466,-39893.3,2.81537,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
768,1,1.55,1.75,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-38743.8,-65453.2,-38745.2,3.00927,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
769,1,1.55,1.85,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-37585.2,-63440.3,-37586.9,3.22737,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
770,1,1.55,1.95,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-36418.7,-61427.3,-36420.6,3.47503,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
771,1,1.55,2.05,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-35245.9,-59414.4,-35248.1,3.75598,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
772,1,1.55,2.15,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-34068.3,-57401.3,-34070.8,4.073,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
773,1,1.55,2.25,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-32886.9,-55388.3,-32889.8,4.4277,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
774,1,1.55,2.35,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-31702.6,-53375.2,-31705.8,4.8207,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
775,1,1.55,2.45,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-30515.9,-51362,-30519.4,5.25184,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
776,1,1.55,2.55,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-29327.3,-49348.8,-29331.1,5.72046,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
777,1,1.55,2.65,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-28137.3,-47335.6,-28141.4,6.22542,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
778,1,1.55,2.75,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-26946,-45322.3,-26950.3,6.76545,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
779,1,1.55,2.85,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-25753.7,-43308.9,-25758.2,7.33882,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
780,1,1.55,2.95,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-24560.6,-41295.5,-24565.2,7.94396,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
781,1,1.55,3.05,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-23366.8,-39282,-23371.5,8.57802,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
782,1,1.55,3.15,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-22172.5,-37268.5,-22177.2,9.23893,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
783,1,1.55,3.25,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-20977.8,-35254.8,-20982.4,9.92058,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
784,1,1.55,3.35,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-19782.8,-33241.1,-19787.2,10.6199,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
785,1,1.55,3.45,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-18587.6,-31227.3,-18591.7,11.3234,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
786,1,1.55,3.55,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-17392.3,-29213.4,-17395.9,12.0255,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
787,1,1.55,3.65,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-16197.1,-27199.5,-16200.1,12.7011,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
788,1,1.55,3.75,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-15001.9,-25185.1,-15004.1,13.3368,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
789,1,1.55,3.85,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-13807.2,-23171.2,-13808.3,13.8948,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
790,1,1.55,3.95,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-12612.3,-21156.2,-12612.4,14.3463,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
791,1,1.55,4.05,0,0,0,0,0.3,0,20,2000,0,0,-9.81,0,-11418.5,-19142.5,-11417.2,14.6397,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0.3,23.1,0,23.1,0
